Country.of.Origin,Harvest.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_mean_meters,altitude_reportada,humedad_reportada,grupo
Colombia,2012.0,Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33,,0,0.0,Green,0,442.0,1,0,0
Brazil,,Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,82.25,0.09,2,6.0,Green,10,1100.0,1,1,0
Taiwan,2016.0,Desconocido,Desconocido,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,10.0,82.25,0.1,0,0.0,Blue-Green,0,,0,1,0
Guatemala,2016.0,Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,2.0,Green,2,1450.0,1,1,0
Brazil,2015.0,Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25,,0,0.0,Green,9,,0,0,0
El Salvador,2014.0,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0.0,Green,0,1500.0,1,1,2
Honduras,2015.0,Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,1350.0,1,1,0
Malawi,2014.0,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0.13,0,0.0,Blue-Green,0,1180.0,1,1,0
Brazil,2014.0,Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,1100.0,1,1,0
Taiwan,2013.0,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,0,0.0,Green,0,650.0,1,1,0
Mexico,2013.0,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Blue-Green,4,1338.0,1,1,0
United States (Hawaii),2013.0,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,,0,0.0,Bluish-Green,1,,0,0,0
Mexico,2012.0,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25,0.16,3,0.0,Desconocido,8,533.0,1,1,0
Guatemala,2012.0,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,1390.8024,1,1,0
Mexico,2012.0,Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,0.13,0,0.0,Green,3,1170.0,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.12,0,0.0,Green,13,1250.0,1,1,0
El Salvador,2012.0,Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,,2,0.0,Green,5,,0,0,0
Mexico,2012.0,Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,1100.0,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,0,0.0,Green,3,900.0,1,1,0
Colombia,2012.0,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Green,1,1750.0,1,1,0
Colombia,2012.0,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0.11,0,0.0,Green,0,1775.0,1,1,0
Brazil,2012.0,Arusha,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25,0.12,0,0.0,Green,1,,0,1,0
Colombia,,Desconocido,Desconocido,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,82.25,0.22,0,0.0,Desconocido,2,,0,1,0
Brazil,2016.0,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0.11,0,1.0,Green,5,934.0,1,1,0
Honduras,2015.0,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,0,1.0,Bluish-Green,2,1500.0,1,1,0
Nicaragua,,Desconocido,Desconocido,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,0,0.0,Green,1,1000.0,1,1,0
"Tanzania, United Republic Of",2015.0,Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,1,0.0,Green,6,1650.0,1,1,0
"Tanzania, United Republic Of",2015.0,Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,0,0.0,Green,1,1600.0,1,1,0
Brazil,2015.0,Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,,0,0.0,Green,1,,0,0,0
Thailand,2014.0,Desconocido,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Bluish-Green,0,800.0,1,1,0
Honduras,2015.0,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,0,0.0,Green,2,1350.0,1,1,0
Guatemala,2014.0,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,0,0.0,Blue-Green,4,1500.0,1,1,0
Brazil,2014.0,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,1,,0,1,0
"Tanzania, United Republic Of",2014.0,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,0,0.0,Green,1,1700.0,1,1,0
Mexico,2013.0,Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,0,0.0,Green,0,1100.0,1,1,0
Mexico,2013.0,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,1,0.0,Desconocido,1,1400.0,1,1,0
Taiwan,2013.0,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,0,0.0,Green,0,1200.0,1,1,0
Taiwan,2012.0,Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,,0,0.0,Green,0,800.0,1,0,0
Colombia,2013.0,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,,0,0.0,Bluish-Green,1,1750.0,1,0,0
Mexico,2012.0,Typica,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,1,0.0,Desconocido,9,1144.0,1,1,0
Guatemala,2012.0,Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,0,0.0,Desconocido,2,1350.0,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,4,1000.0,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,0,0.0,Green,1,1200.0,1,1,0
Colombia,,Desconocido,Desconocido,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,0,0.0,Desconocido,0,1800.0,1,1,0
Indonesia,2017.0,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,0,0.0,Desconocido,3,1300.0,1,1,0
Colombia,2016.0,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,,0,7.0,Green,6,,0,0,0
Brazil,2016.0,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,0,1.0,Green,3,894.0,1,1,0
Brazil,2015.0,Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,,0,0.0,Green,1,,0,0,0
Costa Rica,2015.0,Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,,0,0.0,Blue-Green,0,1300.0,1,0,0
"Tanzania, United Republic Of",2014.0,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,0,0.0,Green,5,1500.0,1,1,0
"Tanzania, United Republic Of",2014.0,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,0,0.0,Green,3,1600.0,1,1,0
Colombia,2013.0,Desconocido,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,0.11,1,0.0,Green,0,,0,1,0
Costa Rica,2013.0,Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,2,,0,1,0
United States (Hawaii),2012.0,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,0,0.0,Bluish-Green,0,,0,1,0
Mexico,2012.0,Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,0,0.0,Green,7,1300.0,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,3,0.0,Green,13,1800.0,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,11,1250.0,1,1,0
Vietnam,2012.0,Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,0,0.0,Green,2,1040.0,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,1,1250.0,1,1,0
United States (Hawaii),2012.0,Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,0,0.0,Green,2,,0,1,0
Colombia,2011.0,Desconocido,Desconocido,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,0.08,1,0.0,Desconocido,5,1600.0,1,1,0
Honduras,2017.0,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,1600.0,1,1,0
Honduras,2016.0,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,0,1.0,Green,7,1600.0,1,1,0
Brazil,2016.0,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.11,0,2.0,Green,3,944.0,1,1,0
"Tanzania, United Republic Of",2015.0,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,0,0.0,Green,20,1650.0,1,1,0
Laos,2015.0,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,0.12,0,0.0,Blue-Green,0,1250.0,1,1,0
"Tanzania, United Republic Of",2014.0,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,0,0.0,Green,3,1350.0,1,1,0
Malawi,2014.0,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,0.13,0,0.0,Bluish-Green,1,2500.0,1,1,0
Taiwan,2013.0,Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,0.09,0,0.0,Green,0,600.0,1,1,0
Thailand,2013.0,Desconocido,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,0.11,0,0.0,Green,0,800.0,1,1,0
Costa Rica,2013.0,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,0,0.0,Green,4,1300.0,1,1,0
Honduras,2014.0,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,5,1400.0,1,1,0
Colombia,2013.0,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,1,1900.0,1,1,0
Taiwan,2012.0,Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,0.12,0,0.0,Bluish-Green,0,650.0,1,1,0
Brazil,2012.0,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0,0.11,0,0.0,Blue-Green,0,1038.5,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,940.0,1,1,0
Brazil,2012.0,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,1000.0,1,1,0
Brazil,2012.0,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.11,0,0.0,Blue-Green,1,1050.0,1,1,0
Guatemala,2012.0,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,3,,0,1,0
Brazil,2012.0,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,0.12,0,0.0,Green,2,950.0,1,1,0
Guatemala,2012.0,Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,,0,0.0,Green,10,1402.08,1,0,0
Colombia,,Caturra,Desconocido,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,82.0,0.07,0,0.0,Desconocido,2,1775.0,1,1,0
Guatemala,2017.0,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,0.1,0,0.0,Green,1,1901.0,1,1,0
Guatemala,2017.0,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,0,2.0,Green,0,1219.2,1,1,0
Honduras,2017.0,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,1,1400.0,1,1,0
Brazil,2016.0,Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92,0.11,0,0.0,Green,4,1020.0,1,1,0
El Salvador,2014.0,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,0.11,0,0.0,Green,2,1250.0,1,1,0
Guatemala,2015.0,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,0.11,0,0.0,Green,7,1550.0,1,1,0
"Tanzania, United Republic Of",2014.0,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,0,0.0,Green,4,1877.0,1,1,0
Nicaragua,2013.0,Desconocido,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,81.92,0.12,3,0.0,Green,4,,0,1,0
Zambia,2014.0,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,81.92,,1,0.0,Desconocido,3,1250.0,1,0,0
Honduras,2012.0,Desconocido,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,81.92,0.11,0,0.0,Green,0,,0,1,0
Taiwan,2012.0,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,0.11,0,0.0,Green,0,1000.0,1,1,0
Mexico,2013.0,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92,0.12,0,0.0,Green,6,1300.0,1,1,0
Mexico,2012.0,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,81.92,0.13,2,0.0,Desconocido,7,981.0,1,1,0
Mexico,2012.0,Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,81.92,0.14,2,0.0,Desconocido,8,690.0,1,1,0
Mexico,2012.0,Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,0.12,0,0.0,Green,4,1650.0,1,1,0
Mexico,2012.0,Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,0,1000.0,1,1,0
Brazil,2012.0,Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,3,1100.0,1,1,0
Colombia,2010.0,Desconocido,Desconocido,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.92,0.09,0,0.0,Desconocido,1,1600.0,1,1,0
Guatemala,2017.0,Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.1,1,0.0,Green,1,,0,1,0
Costa Rica,2016.0,Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,,1,0.0,Green,4,1900.0,1,0,0
Brazil,2016.0,Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.11,0,1.0,Green,3,973.0,1,1,0
Indonesia,2015.0,Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,0.11,0,1.0,Green,0,1250.0,1,1,0
Guatemala,2015.0,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,0.1,2,0.0,Green,6,,0,1,0
Brazil,2015.0,Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83,,0,0.0,Green,1,,0,0,0
Brazil,2015.0,Yellow Bourbon,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83,,0,0.0,Green,0,,0,0,0
Myanmar,2015.0,Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,,0,0.0,Green,2,,0,0,0
Mexico,2015.0,Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83,0.11,0,0.0,Green,7,1425.0,1,1,0
Honduras,2015.0,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.12,0,0.0,Green,1,1400.0,1,1,0
Costa Rica,2015.0,Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,0,0.0,Green,0,1300.0,1,1,0
Taiwan,2014.0,Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,,0,0.0,Green,0,700.0,1,0,0
Indonesia,2014.0,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,0.11,2,0.0,Desconocido,6,1300.0,1,1,0
Malawi,2014.0,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.13,0,0.0,Green,0,1556.0,1,1,0
Brazil,2014.0,Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,0.11,0,0.0,Green,0,1100.0,1,1,0
Honduras,2014.0,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,0.1,0,0.0,Green,4,1350.0,1,1,0
Mexico,2014.0,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83,0.11,0,0.0,Green,0,1550.0,1,1,0
Colombia,2013.0,Caturra,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83,,2,0.0,Bluish-Green,0,1775.0,1,0,0
United States (Hawaii),2012.0,Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,81.83,,1,0.0,Bluish-Green,1,,0,0,2
Brazil,2012.0,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0.0,Bluish-Green,0,1250.0,1,1,0
Guatemala,2013.0,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,0,0.0,Green,1,1310.64,1,1,0
Mexico,2012.0,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,0.12,0,0.0,Green,2,1500.0,1,1,0
Mexico,2012.0,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,0.12,0,0.0,Green,10,1250.0,1,1,0
Brazil,2011.0,Mundo Novo,Desconocido,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,81.83,0.02,0,0.0,Desconocido,2,925.0,1,1,0
Colombia,2011.0,Desconocido,Desconocido,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.05,0,0.0,Desconocido,0,1700.0,1,1,0
United States (Hawaii),,Desconocido,Desconocido,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,7.33,81.83,0.02,3,0.0,Desconocido,12,,0,1,0
Guatemala,2017.0,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,0.11,0,1.0,Green,1,1700.0,1,1,0
Vietnam,2014.0,Caturra,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,81.75,0.12,0,0.0,Bluish-Green,0,1040.0,1,1,0
"Tanzania, United Republic Of",2014.0,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,0,0.0,Bluish-Green,4,1600.0,1,1,0
Brazil,2013.0,Desconocido,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,81.75,0.1,0,0.0,Bluish-Green,1,,0,1,0
Mexico,2012.0,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,81.75,0.13,2,0.0,Desconocido,9,774.0,1,1,0
Mexico,2012.0,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,81.75,0.13,0,0.0,Green,23,1250.0,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,81.75,0.11,0,0.0,Green,1,1100.0,1,1,0
Mexico,2012.0,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,81.75,0.12,10,0.0,Green,14,1550.0,1,1,0
Mexico,2012.0,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,81.75,0.12,0,0.0,Desconocido,1,1650.0,1,1,0
Colombia,2011.0,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,81.75,,0,0.0,Green,1,1750.0,1,0,0
Colombia,,Desconocido,Desconocido,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,81.75,0.08,0,0.0,Desconocido,0,1775.0,1,1,0
Brazil,2017.0,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0.0,Green,5,890.0,1,1,0
Guatemala,2017.0,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.1,0,0.0,Green,1,1700.0,1,1,0
Guatemala,2017.0,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,81.67,0.12,0,1.0,Green,3,1219.2,1,1,0
Honduras,2016.0,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0.0,Blue-Green,2,1450.0,1,1,0
"Tanzania, United Republic Of",2016.0,Desconocido,Desconocido,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,81.67,,0,0.0,Green,1,1800.0,1,0,0
Nicaragua,,Desconocido,Desconocido,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,81.67,0.1,0,0.0,Green,1,,0,1,0
Colombia,2016.0,Desconocido,Desconocido,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,7.67,81.67,,0,1.0,Desconocido,1,,0,0,0
Brazil,2015.0,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,81.67,,0,0.0,Green,0,,0,0,0
"Tanzania, United Republic Of",2014.0,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,0,0.0,Green,0,1500.0,1,1,0
"Tanzania, United Republic Of",2013.0,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,0,0.0,Green,7,1700.0,1,1,0
